date,data,cols
2020-05-01 00:00:00,20.378326,T2m
2020-05-01 01:00:00,18.94986,T2m
2020-05-01 02:00:00,18.828522,T2m
2020-05-01 03:00:00,18.747467,T2m
2020-05-01 04:00:00,15.416901,T2m
2020-05-01 05:00:00,15.376129,T2m
2020-05-01 06:00:00,17.33194,T2m
2020-05-01 07:00:00,17.401764,T2m
2020-05-01 08:00:00,18.200348,T2m
2020-05-01 09:00:00,20.483307,T2m
2020-05-01 10:00:00,27.119537,T2m
2020-05-01 11:00:00,27.58316,T2m
2020-05-01 12:00:00,27.622467,T2m
2020-05-01 13:00:00,30.62442,T2m
2020-05-01 14:00:00,30.55899,T2m
2020-05-01 15:00:00,30.447906,T2m
2020-05-01 16:00:00,31.01358,T2m
2020-05-01 17:00:00,31.14444,T2m
2020-05-01 18:00:00,28.233063,T2m
2020-05-01 19:00:00,28.480621,T2m
2020-05-01 20:00:00,29.414703,T2m
2020-05-01 21:00:00,29.374664,T2m
2020-05-01 22:00:00,23.829498,T2m
2020-05-01 23:00:00,19.858795,T2m
2020-05-02 00:00:00,19.681793,T2m
2020-05-02 01:00:00,17.50528,T2m
2020-05-02 02:00:00,17.275543,T2m
2020-05-02 03:00:00,17.064606,T2m
2020-05-02 04:00:00,15.81485,T2m
2020-05-02 05:00:00,15.540924,T2m
2020-05-02 06:00:00,15.63736,T2m
2020-05-02 07:00:00,15.449127,T2m
2020-05-02 08:00:00,15.292877,T2m
2020-05-02 09:00:00,15.347076,T2m
2020-05-02 10:00:00,20.200592,T2m
2020-05-02 11:00:00,20.936188,T2m
2020-05-02 12:00:00,21.273834,T2m
2020-05-02 13:00:00,24.45694,T2m
2020-05-02 14:00:00,24.547516,T2m
2020-05-02 15:00:00,24.645416,T2m
2020-05-02 16:00:00,26.811432,T2m
2020-05-02 17:00:00,26.995758,T2m
2020-05-02 18:00:00,24.695465,T2m
2020-05-02 19:00:00,25.014557,T2m
2020-05-02 20:00:00,25.429352,T2m
2020-05-02 21:00:00,25.93814,T2m
2020-05-02 22:00:00,24.00943,T2m
2020-05-02 23:00:00,21.140045,T2m
2020-05-03 00:00:00,20.100006,T2m
